# x y radius 
#  E:2.00e+06 E_potential:2.00e+06 E_contact:6.87e+03
1.16141e+00 2.03267e-01 2.03267e-01
1.75913e+00 4.26789e-01 4.26789e-01
3.38559e+00 3.84279e-01 3.84279e-01
4.72954e+00 3.90192e-01 3.90192e-01
5.60801e+00 2.88912e-01 2.88912e-01
6.29878e+00 3.14160e-01 3.14161e-01
7.04870e+00 4.55642e-01 4.55642e-01
8.09370e+00 6.24863e-01 6.24863e-01
9.16983e+00 9.05705e-01 5.15489e-01
1.03127e+01 6.87291e-01 6.87291e-01
4.84850e-01 7.96588e-01 4.84850e-01
1.25744e+00 9.56101e-01 3.06759e-01
2.61028e+00 8.77315e-01 5.40730e-01
4.05204e+00 7.41791e-01 3.78200e-01
5.33760e+00 1.02653e+00 4.96823e-01
6.04021e+00 8.03899e-01 2.53642e-01
6.63241e+00 1.39268e+00 5.90259e-01
7.75147e+00 1.79460e+00 6.11014e-01
8.63027e+00 1.52472e+00 3.13233e-01
9.79731e+00 1.86395e+00 6.32263e-01
1.46000e+00 1.79906e+00 3.03722e-01
2.22419e+00 1.80095e+00 4.58522e-01
3.30921e+00 1.84358e+00 4.56213e-01
4.41756e+00 1.71663e+00 6.65174e-01
5.41078e+00 1.85939e+00 3.40155e-01
6.00455e+00 1.97058e+00 2.66207e-01
6.89960e+00 2.34651e+00 4.05845e-01
8.74475e+00 2.38596e+00 5.58722e-01
9.96978e+00 3.01456e+00 5.46789e-01
1.07647e+01 1.87289e+00 2.35280e-01
1.00000e+00 2.79909e+00 5.35578e-01
2.00000e+00 2.79909e+00 4.51293e-01
2.94566e+00 2.79908e+00 4.71856e-01
3.96812e+00 2.78664e+00 4.57513e-01
4.94526e+00 2.79909e+00 3.60493e-01
5.76100e+00 2.80972e+00 4.54904e-01
6.81059e+00 3.57450e+00 6.01748e-01
8.00065e+00 3.51804e+00 5.96246e-01
9.03303e+00 3.34967e+00 4.52824e-01
1.07318e+01 2.73729e+00 2.68164e-01
1.50000e+00 3.79909e+00 4.75879e-01
2.50000e+00 3.79909e+00 2.37212e-01
3.42836e+00 3.70105e+00 5.50189e-01
4.57106e+00 3.73328e+00 5.92512e-01
5.51063e+00 3.79909e+00 3.44590e-01
6.26255e+00 4.43611e+00 4.26074e-01
7.44581e+00 4.72412e+00 6.94379e-01
8.72973e+00 4.37211e+00 5.34943e-01
9.84523e+00 4.04583e+00 4.99880e-01
1.06569e+01 3.79900e+00 3.04731e-01
