# x y radius 
#  E:1.71e+06 E_potential:1.69e+06 E_contact:2.26e+04
6.41154e-01 2.03267e-01 2.03267e-01
1.24657e+00 4.26789e-01 4.26789e-01
3.08534e+00 3.84279e-01 3.84279e-01
4.57061e+00 3.90192e-01 3.90192e-01
5.23075e+00 2.88912e-01 2.88912e-01
6.21493e+00 3.14160e-01 3.14161e-01
6.96017e+00 4.55642e-01 4.55642e-01
8.01285e+00 6.24863e-01 6.24863e-01
9.14018e+00 5.15489e-01 5.15489e-01
1.03127e+01 6.87291e-01 6.87291e-01
4.84850e-01 8.89144e-01 4.84850e-01
1.55593e+00 1.07564e+00 3.06759e-01
2.19600e+00 5.40730e-01 5.40730e-01
3.82101e+00 3.78200e-01 3.78200e-01
5.15825e+00 1.03953e+00 4.96823e-01
5.70109e+00 5.26022e-01 2.53642e-01
6.21558e+00 1.18387e+00 5.90259e-01
7.30611e+00 1.61657e+00 6.11014e-01
8.71967e+00 1.20771e+00 3.13233e-01
9.51883e+00 1.68062e+00 6.32263e-01
1.06742e+00 1.41135e+00 3.03722e-01
2.15406e+00 1.53133e+00 4.58522e-01
2.97258e+00 1.18026e+00 4.56213e-01
4.06706e+00 1.35804e+00 6.65174e-01
4.94948e+00 1.84211e+00 3.40155e-01
5.53314e+00 1.68443e+00 2.66207e-01
6.43888e+00 2.13649e+00 4.05845e-01
8.39007e+00 1.99442e+00 5.58722e-01
1.02516e+01 2.58630e+00 5.46789e-01
1.07647e+01 1.46549e+00 2.35280e-01
5.35578e-01 2.04051e+00 5.35578e-01
1.49790e+00 2.13581e+00 4.51293e-01
2.36208e+00 2.43324e+00 4.71856e-01
3.19733e+00 2.04813e+00 4.57513e-01
4.42652e+00 2.30102e+00 3.60493e-01
5.61841e+00 2.38277e+00 4.54904e-01
6.67560e+00 3.10264e+00 6.01748e-01
7.86005e+00 3.00139e+00 5.96246e-01
9.13110e+00 2.67789e+00 4.52824e-01
1.07318e+01 1.95043e+00 2.68164e-01
1.01815e+00 2.92483e+00 4.75879e-01
2.67795e+00 3.06537e+00 2.37212e-01
3.46215e+00 3.00734e+00 5.50189e-01
4.57985e+00 3.22794e+00 5.92512e-01
5.51007e+00 3.16447e+00 3.44590e-01
5.92941e+00 3.80395e+00 4.26074e-01
7.44581e+00 4.32962e+00 6.94379e-01
8.81185e+00 3.60344e+00 5.34943e-01
9.84091e+00 3.53727e+00 4.99880e-01
1.06953e+01 3.30809e+00 3.04731e-01
