# x y radius 
#  E:1.67e+06 E_potential:1.64e+06 E_contact:3.36e+04
6.91994e-01 2.03267e-01 2.03267e-01
1.27690e+00 4.26789e-01 4.26789e-01
3.11318e+00 3.84279e-01 3.84279e-01
4.58596e+00 3.90192e-01 3.90192e-01
5.24620e+00 2.88912e-01 2.88912e-01
6.25009e+00 3.14160e-01 3.14161e-01
6.99580e+00 4.55642e-01 4.55642e-01
8.05179e+00 6.24863e-01 6.24863e-01
9.15941e+00 5.15489e-01 5.15489e-01
1.03127e+01 6.87291e-01 6.87291e-01
4.84850e-01 8.46991e-01 4.84850e-01
1.59831e+00 1.06463e+00 3.06759e-01
2.22937e+00 5.40730e-01 5.40730e-01
3.84345e+00 3.78200e-01 3.78200e-01
5.15431e+00 1.04172e+00 4.96823e-01
5.72613e+00 5.06153e-01 2.53642e-01
6.20624e+00 1.18926e+00 5.90259e-01
7.31351e+00 1.54355e+00 6.11014e-01
8.74810e+00 1.21450e+00 3.13233e-01
9.53455e+00 1.69932e+00 6.32263e-01
1.08858e+00 1.33210e+00 3.03722e-01
2.17768e+00 1.52753e+00 4.58522e-01
2.98813e+00 1.18181e+00 4.56213e-01
4.06624e+00 1.36747e+00 6.65174e-01
4.94263e+00 1.84981e+00 3.40155e-01
5.52148e+00 1.68256e+00 2.66207e-01
6.50350e+00 2.13340e+00 4.05845e-01
8.38593e+00 1.98753e+00 5.58722e-01
1.02675e+01 2.60858e+00 5.46789e-01
1.07647e+01 1.46903e+00 2.35280e-01
5.35578e-01 1.92421e+00 5.35578e-01
1.48553e+00 2.08583e+00 4.51293e-01
2.33218e+00 2.42689e+00 4.71856e-01
3.18910e+00 2.06338e+00 4.57513e-01
4.39963e+00 2.31587e+00 3.60493e-01
5.68317e+00 2.35955e+00 4.54904e-01
6.38452e+00 3.12840e+00 6.01748e-01
7.49622e+00 2.70686e+00 5.96246e-01
9.11928e+00 2.67921e+00 4.52824e-01
1.07318e+01 1.95661e+00 2.68164e-01
9.52405e-01 2.83871e+00 4.75879e-01
2.26670e+00 3.13091e+00 2.37212e-01
3.10962e+00 3.06455e+00 5.50189e-01
4.22675e+00 3.24468e+00 5.92512e-01
4.97775e+00 2.70130e+00 3.44590e-01
5.38446e+00 3.35039e+00 4.26074e-01
7.35768e+00 3.97522e+00 6.94379e-01
8.41474e+00 3.35386e+00 5.34943e-01
9.66206e+00 3.45487e+00 4.99880e-01
1.06953e+01 3.33990e+00 3.04731e-01
