# x y radius 
#  E:1.68e+06 E_potential:1.65e+06 E_contact:3.20e+04
6.86170e-01 2.03267e-01 2.03267e-01
1.27189e+00 4.26789e-01 4.26789e-01
3.10535e+00 3.84279e-01 3.84279e-01
4.57660e+00 3.90192e-01 3.90192e-01
5.23602e+00 2.88912e-01 2.88912e-01
6.24614e+00 3.14160e-01 3.14161e-01
6.99018e+00 4.55642e-01 4.55642e-01
8.04482e+00 6.24863e-01 6.24863e-01
9.15596e+00 5.15489e-01 5.15489e-01
1.03127e+01 6.87291e-01 6.87291e-01
4.84850e-01 8.50931e-01 4.84850e-01
1.59269e+00 1.06858e+00 3.06759e-01
2.22125e+00 5.40730e-01 5.40730e-01
3.83497e+00 3.78200e-01 3.78200e-01
5.14862e+00 1.03836e+00 4.96823e-01
5.71948e+00 4.95690e-01 2.53642e-01
6.19877e+00 1.17907e+00 5.90259e-01
7.29821e+00 1.54460e+00 6.11014e-01
8.74121e+00 1.21203e+00 3.13233e-01
9.52553e+00 1.69743e+00 6.32263e-01
1.08399e+00 1.34315e+00 3.03722e-01
2.17261e+00 1.53732e+00 4.58522e-01
2.98100e+00 1.17616e+00 4.56213e-01
4.06363e+00 1.36829e+00 6.65174e-01
4.94551e+00 1.84448e+00 3.40155e-01
5.52176e+00 1.67625e+00 2.66207e-01
6.47064e+00 2.12420e+00 4.05845e-01
8.37319e+00 1.98175e+00 5.58722e-01
1.02613e+01 2.60417e+00 5.46789e-01
1.07647e+01 1.46909e+00 2.35280e-01
5.35578e-01 1.94215e+00 5.35578e-01
1.49127e+00 2.11471e+00 4.51293e-01
2.34777e+00 2.44434e+00 4.71856e-01
3.18158e+00 2.04813e+00 4.57513e-01
4.43026e+00 2.31034e+00 3.60493e-01
5.64377e+00 2.36018e+00 4.54904e-01
6.36633e+00 3.11722e+00 6.01748e-01
7.48454e+00 2.70550e+00 5.96246e-01
9.10208e+00 2.67620e+00 4.52824e-01
1.07318e+01 1.95672e+00 2.68164e-01
9.46539e-01 2.85958e+00 4.75879e-01
2.59858e+00 3.10505e+00 2.37212e-01
3.38080e+00 3.02241e+00 5.50189e-01
4.49711e+00 3.24832e+00 5.92512e-01
5.41996e+00 3.11613e+00 3.44590e-01
5.64649e+00 3.84699e+00 4.26074e-01
7.33671e+00 3.97139e+00 6.94379e-01
8.40010e+00 3.35630e+00 5.34943e-01
9.65129e+00 3.44713e+00 4.99880e-01
1.06953e+01 3.33180e+00 3.04731e-01
