# x y radius 
#  E:1.68e+06 E_potential:1.65e+06 E_contact:3.08e+04
6.90873e-01 2.03267e-01 2.03267e-01
1.27597e+00 4.26789e-01 4.26789e-01
3.11143e+00 3.84279e-01 3.84279e-01
4.58372e+00 3.90192e-01 3.90192e-01
5.24242e+00 2.88912e-01 2.88912e-01
6.24414e+00 3.14160e-01 3.14161e-01
6.98882e+00 4.55642e-01 4.55642e-01
8.04424e+00 6.24863e-01 6.24863e-01
9.15579e+00 5.15489e-01 5.15489e-01
1.03127e+01 6.87291e-01 6.87291e-01
4.84850e-01 8.47973e-01 4.84850e-01
1.59819e+00 1.06831e+00 3.06759e-01
2.22673e+00 5.40730e-01 5.40730e-01
3.84188e+00 3.78200e-01 3.78200e-01
5.15746e+00 1.03954e+00 4.96823e-01
5.72058e+00 5.05086e-01 2.53642e-01
6.20913e+00 1.18050e+00 5.90259e-01
7.30726e+00 1.55457e+00 6.11014e-01
8.74341e+00 1.21267e+00 3.13233e-01
9.53060e+00 1.69845e+00 6.32263e-01
1.08646e+00 1.33660e+00 3.03722e-01
2.17865e+00 1.53622e+00 4.58522e-01
2.98750e+00 1.17538e+00 4.56213e-01
4.07047e+00 1.36934e+00 6.65174e-01
4.95342e+00 1.84493e+00 3.40155e-01
5.53128e+00 1.67966e+00 2.66207e-01
6.47576e+00 2.12597e+00 4.05845e-01
8.38292e+00 1.98561e+00 5.58722e-01
1.02648e+01 2.60655e+00 5.46789e-01
1.07647e+01 1.46900e+00 2.35280e-01
5.35578e-01 1.93331e+00 5.35578e-01
1.49255e+00 2.10815e+00 4.51293e-01
2.34866e+00 2.44292e+00 4.71856e-01
3.18452e+00 2.04735e+00 4.57513e-01
4.43815e+00 2.31108e+00 3.60493e-01
5.65140e+00 2.36681e+00 4.54904e-01
6.38326e+00 3.11859e+00 6.01748e-01
7.50361e+00 2.71635e+00 5.96246e-01
9.11196e+00 2.67984e+00 4.52824e-01
1.07318e+01 1.95656e+00 2.68164e-01
9.45256e-01 2.85120e+00 4.75879e-01
2.61775e+00 3.09635e+00 2.37212e-01
3.40030e+00 3.01783e+00 5.50189e-01
4.51499e+00 3.24850e+00 5.92512e-01
5.43828e+00 3.12636e+00 3.44590e-01
5.67158e+00 3.85556e+00 4.26074e-01
7.34714e+00 3.98142e+00 6.94379e-01
8.41818e+00 3.36914e+00 5.34943e-01
9.65895e+00 3.45246e+00 4.99880e-01
1.06953e+01 3.33630e+00 3.04731e-01
