# x y radius 
#  E:1.68e+06 E_potential:1.65e+06 E_contact:3.00e+04
6.94232e-01 2.03267e-01 2.03267e-01
1.27896e+00 4.26789e-01 4.26789e-01
3.11612e+00 3.84279e-01 3.84279e-01
4.58931e+00 3.90192e-01 3.90192e-01
5.24712e+00 2.88912e-01 2.88912e-01
6.24251e+00 3.14160e-01 3.14161e-01
6.98785e+00 4.55642e-01 4.55642e-01
8.04382e+00 6.24863e-01 6.24863e-01
9.15578e+00 5.15489e-01 5.15489e-01
1.03127e+01 6.87291e-01 6.87291e-01
4.84850e-01 8.45859e-01 4.84850e-01
1.60204e+00 1.06820e+00 3.06759e-01
2.23053e+00 5.40730e-01 5.40730e-01
3.84688e+00 3.78200e-01 3.78200e-01
5.16417e+00 1.04048e+00 4.96823e-01
5.72161e+00 5.11933e-01 2.53642e-01
6.21707e+00 1.18113e+00 5.90259e-01
7.31434e+00 1.56249e+00 6.11014e-01
8.74530e+00 1.21292e+00 3.13233e-01
9.53487e+00 1.69875e+00 6.32263e-01
1.08809e+00 1.33214e+00 3.03722e-01
2.18311e+00 1.53537e+00 4.58522e-01
2.99231e+00 1.17471e+00 4.56213e-01
4.07562e+00 1.37016e+00 6.65174e-01
4.95946e+00 1.84529e+00 3.40155e-01
5.53895e+00 1.68231e+00 2.66207e-01
6.47925e+00 2.12642e+00 4.05845e-01
8.39092e+00 1.98818e+00 5.58722e-01
1.02675e+01 2.60835e+00 5.46789e-01
1.07647e+01 1.46896e+00 2.35280e-01
5.35578e-01 1.92753e+00 5.35578e-01
1.49350e+00 2.10335e+00 4.51293e-01
2.34938e+00 2.44183e+00 4.71856e-01
3.18658e+00 2.04657e+00 4.57513e-01
4.44420e+00 2.31167e+00 3.60493e-01
5.65710e+00 2.37213e+00 4.54904e-01
6.39764e+00 3.11825e+00 6.01748e-01
7.51997e+00 2.72492e+00 5.96246e-01
9.12063e+00 2.68183e+00 4.52824e-01
1.07318e+01 1.95649e+00 2.68164e-01
9.45032e-01 2.84550e+00 4.75879e-01
2.63493e+00 3.08817e+00 2.37212e-01
3.41774e+00 3.01319e+00 5.50189e-01
4.53079e+00 3.24844e+00 5.92512e-01
5.45418e+00 3.13504e+00 3.44590e-01
5.69440e+00 3.86250e+00 4.26074e-01
7.35424e+00 3.98920e+00 6.94379e-01
8.43443e+00 3.37855e+00 5.34943e-01
9.66473e+00 3.45653e+00 4.99880e-01
1.06953e+01 3.33966e+00 3.04731e-01
